context,text,response,intent
[""],"Can you paint my house?","That's not one of my strengths.",chitchat
[""],"Can you mow the lawn?","That's not one of my strengths.",chitchat
[""],"Can you make me a sandwich?","That's not one of my strengths.",chitchat
[""],"Can you make a sculpture?","That's not one of my strengths.",chitchat
[""],"Can you make a pot of tea?","That's not one of my strengths.",chitchat
[""],"Can you make a cup of coffee?","That's not one of my strengths.",chitchat
[""],"Can you make a call?","That's not one of my strengths.",chitchat
[""],"Can you listen to the radio?","That's not one of my strengths.",chitchat
[""],"Can you learn?","That's not one of my strengths.",chitchat
[""],"Can you plant a tree?","That's not one of my strengths.",chitchat
[""],"Can you jump?","That's not one of my strengths.",chitchat
[""],"Can you plant a vegetable garden?","That's not one of my strengths.",chitchat
[""],"Can you go to the moon?","That's not one of my strengths.",chitchat
[""],"Can you go to the doctor?","That's not one of my strengths.",chitchat
[""],"Can you go on vacation?","That's not one of my strengths.",chitchat
[""],"Can you go for a walk?","That's not one of my strengths.",chitchat
[""],"Can you get a haircut?","That's not one of my strengths.",chitchat
[""],"Can you fly?","That's not one of my strengths.",chitchat
[""],"Can you fly","That's not one of my strengths.",chitchat
[""],"Can you find the remote?","That's not one of my strengths.",chitchat
[""],"Can you fight with","That's not one of my strengths.",chitchat
[""],"Can you fight","That's not one of my strengths.",chitchat
[""],"Are you able to breathe under water?","That's not one of my strengths.",chitchat
[""],"Can you learn from people chatting with you","That's not one of my strengths.",chitchat
[""],"Can you send a package?","That's not one of my strengths.",chitchat
[""],"Can you tie my shoes?","That's not one of my strengths.",chitchat
[""],"Can you take my temperature?","That's not one of my strengths.",chitchat
[""],"Can you show me how to put out a fire?","That's not one of my strengths.",chitchat
[""],"Can you show me how to play a game?","That's not one of my strengths.",chitchat
[""],"Can you show me how to jump rope?","That's not one of my strengths.",chitchat
[""],"Can you show me how to go to the moon?","That's not one of my strengths.",chitchat
[""],"Can you show me how to draw a picture?","That's not one of my strengths.",chitchat
[""],"Can you show me how to do my homework?","That's not one of my strengths.",chitchat
[""],"Can you paint?","That's not one of my strengths.",chitchat
[""],"Can you serve on a jury?","That's not one of my strengths.",chitchat
[""],"Can you draw a picture?","That's not one of my strengths.",chitchat
[""],"Can you scratch my back?","That's not one of my strengths.",chitchat
[""],"Can you read my mind?","That's not one of my strengths.",chitchat
[""],"Can you predict the future?","That's not one of my strengths.",chitchat
[""],"Can you play the guitar?","That's not one of my strengths.",chitchat
[""],"Can you play sports?","That's not one of my strengths.",chitchat
[""],"Can you play soccer?","That's not one of my strengths.",chitchat
[""],"Can you play football?","That's not one of my strengths.",chitchat
[""],"Can you play baseball?","That's not one of my strengths.",chitchat
[""],"Can you play a dvd?","That's not one of my strengths.",chitchat
[""],"Can you show me how to breathe under water?","That's not one of my strengths.",chitchat
[""],"Are you able to go for a walk?","That's not one of my strengths.",chitchat
[""],"Can you feed the cat?","That's not one of my strengths.",chitchat
[""],"Are you able to put out a fire?","That's not one of my strengths.",chitchat
[""],"Are you able to play a game?","That's not one of my strengths.",chitchat
[""],"Are you able to play a dvd?","That's not one of my strengths.",chitchat
[""],"Are you able to paint my house?","That's not one of my strengths.",chitchat
[""],"Are you able to mow the lawn?","That's not one of my strengths.",chitchat
[""],"Are you able to make a call?","That's not one of my strengths.",chitchat
[""],"Are you able to listen to the radio?","That's not one of my strengths.",chitchat
[""],"Are you able to jump rope?","That's not one of my strengths.",chitchat
[""],"Are you able to scratch my back?","That's not one of my strengths.",chitchat
[""],"Are you able to go on vacation?","That's not one of my strengths.",chitchat
[""],"Are you able to send a package?","That's not one of my strengths.",chitchat
[""],"Are you able to get a haircut?","That's not one of my strengths.",chitchat
[""],"Are you able to feed the cat?","That's not one of my strengths.",chitchat
[""],"Are you able to draw something?","That's not one of my strengths.",chitchat
[""],"Are you able to do my homework?","That's not one of my strengths.",chitchat
[""],"Are you able to dance?","That's not one of my strengths.",chitchat
[""],"Are you able to cook dinner?","That's not one of my strengths.",chitchat
[""],"Are you able to check my email?","That's not one of my strengths.",chitchat
[""],"Are you able to change the channel?","That's not one of my strengths.",chitchat
[""],"Are you able to buy groceries?","That's not one of my strengths.",chitchat
[""],"Are you able to go to the doctor?","That's not one of my strengths.",chitchat
[""],"Can you bake me cookies?","That's not one of my strengths.",chitchat
[""],"Can you do my homework?","That's not one of my strengths.",chitchat
[""],"Can you do my chores?","That's not one of my strengths.",chitchat
[""],"Can you do fight","That's not one of my strengths.",chitchat
[""],"Can you dance?","That's not one of my strengths.",chitchat
[""],"Can you count to a million?","That's not one of my strengths.",chitchat
[""],"Can you cook me something?","That's not one of my strengths.",chitchat
[""],"Can you cook dinner?","That's not one of my strengths.",chitchat
[""],"Can you climb a mountain?","That's not one of my strengths.",chitchat
[""],"Can you change the channel?","That's not one of my strengths.",chitchat
[""],"Are you able to read my mind?","That's not one of my strengths.",chitchat
[""],"Can you water my plants?","That's not one of my strengths.",chitchat
[""],"Buy groceries","That's not one of my strengths.",chitchat
[""],"Buy an ad","That's not one of my strengths.",chitchat
[""],"Brush your teeth","That's not one of my strengths.",chitchat
[""],"Breathe under water","That's not one of my strengths.",chitchat
[""],"Balance my checkbook","That's not one of my strengths.",chitchat
[""],"Are you able to write my report?","That's not one of my strengths.",chitchat
[""],"Are you able to watch videos?","That's not one of my strengths.",chitchat
[""],"Are you able to turn into a super hero?","That's not one of my strengths.",chitchat
[""],"Are you able to teleport?","That's not one of my strengths.",chitchat
[""],"Are you able to take my temperature?","That's not one of my strengths.",chitchat
[""],"Are you able to serve on a jury?","That's not one of my strengths.",chitchat
[""],"Can you buy groceries?","That's not one of my strengths.",chitchat
[""],"Fly then","That's not one of my strengths.",chitchat
[""],"Can you turn into a super hero?","That's not one of my strengths.",chitchat
[""],"Jump rope","That's not one of my strengths.",chitchat
[""],"Invite me over","That's not one of my strengths.",chitchat
[""],"How high can you jump?","That's not one of my strengths.",chitchat
[""],"How high can you count?","That's not one of my strengths.",chitchat
[""],"Heal me","That's not one of my strengths.",chitchat
[""],"Go to the moon","That's not one of my strengths.",chitchat
[""],"Go to the doctor","That's not one of my strengths.",chitchat
[""],"Go surfing","That's not one of my strengths.",chitchat
[""],"Go outside","That's not one of my strengths.",chitchat
[""],"Lets make lemonade","That's not one of my strengths.",chitchat
[""],"Get a haircut","That's not one of my strengths.",chitchat
[""],"Let's play a game","That's not one of my strengths.",chitchat
[""],"Fly a kite","That's not one of my strengths.",chitchat
[""],"Find the remote","That's not one of my strengths.",chitchat
[""],"Find my phone","That's not one of my strengths.",chitchat
[""],"Find my keys","That's not one of my strengths.",chitchat
[""],"Feed the cat","That's not one of my strengths.",chitchat
[""],"Draw something","That's not one of my strengths.",chitchat
[""],"Draw a picture","That's not one of my strengths.",chitchat
[""],"Do you write","That's not one of my strengths.",chitchat
